confianca_min,cobertura,acerto
0.5,1.0,0.7923794712286159
0.6,0.8272420943494039,0.8423938586871377
0.7,0.6688698807672369,0.8858748304592133
0.8,0.5962934162778641,0.902847207128885
0.9,0.39359771902540175,0.9525847876193612
